"","titulo","duracion","voto_promedio","numero_votos","ano","genero"
"37956","The Gilded Cage",90,6.8,118,2013,"comedia"
"37957","Exodus: Gods and Kings",150,5.6,1957,2014,"adventura"
"37958","Exodus: Gods and Kings",150,5.6,1957,2014,"drama"
"37959","Exodus: Gods and Kings",150,5.6,1957,2014,"accion"
"37960","Darfur",98,6.1,10,2009,"drama"
"37961","Darfur",98,6.1,10,2009,"accion"
"37962","Darfur",98,6.1,10,2009,"suspenso"
"37963","Max Schmeling",118,4.6,8,2010,"accion"
"37964","Max Schmeling",118,4.6,8,2010,"drama"
"37965","Trash",112,7.1,243,2014,"adventura"
"37966","Trash",112,7.1,243,2014,"drama"
"37967","Trash",112,7.1,243,2014,"suspenso"
"37968","Frozen Days",90,0,0,2005,"drama"
"37969","Frozen Days",90,0,0,2005,"misterio"
"37970","Frozen Days",90,0,0,2005,"suspenso"
"37971","Wild Tales",125,7.7,878,2014,"drama"
"37972","Wild Tales",125,7.7,878,2014,"suspenso"
"37973","Wild Tales",125,7.7,878,2014,"comedia"
"37974","Summer Days With Coo",138,7.3,20,2007,"animacion"
"37975","Summer Days With Coo",138,7.3,20,2007,"comedia"
"37976","Summer Days With Coo",138,7.3,20,2007,"romance"
"37977","Ambition",6,6.8,31,2014,"ciencia ficcion"
"37978","Head Over Heels",10,7,20,2012,"animacion"
"37979","Head Over Heels",10,7,20,2012,"comedia"
"37980","Head Over Heels",10,7,20,2012,"romance"
"37981","Patema Inverted",98,7.4,85,2013,"animacion"
"37982","Patema Inverted",98,7.4,85,2013,"adventura"
"37983","Patema Inverted",98,7.4,85,2013,"drama"
"37984","Patema Inverted",98,7.4,85,2013,"fantasia"
"37985","Patema Inverted",98,7.4,85,2013,"ciencia ficcion"
"37986","Fed Up",92,7.4,108,2014,"documental"
"37987","Yobi, The Five-Tailed Fox",86,6.5,17,2007,"animacion"
"37988","Yobi, The Five-Tailed Fox",86,6.5,17,2007,"fantasia"
"37989","The Savior",90,5,3,1971,"drama"
"37990","Arcana",102,5.5,2,1972,"drama"
"37991","Arcana",102,5.5,2,1972,"terror"
"37992","Arcana",102,5.5,2,1972,"misterio"
"37993","Riley Rewind",50,7.1,7,2013,"fantasia"
"37994","Werner - Beinhart!",93,6.2,35,1990,"animacion"
"37995","Werner - Beinhart!",93,6.2,35,1990,"comedia"
"37996","Jetsons: The Movie",82,5.4,37,1990,"animacion"
"37997","Jetsons: The Movie",82,5.4,37,1990,"comedia"
"37998","Jetsons: The Movie",82,5.4,37,1990,"ciencia ficcion"
"37999","Thesis on a Homicide",102,6.1,52,2013,"misterio"
"38000","Thesis on a Homicide",102,6.1,52,2013,"suspenso"
"38001","Freedom",111,5.8,9,2009,"drama"
"38002","Whole Lotta Sole",94,5.8,22,2012,"comedia"
"38003","Whole Lotta Sole",94,5.8,22,2012,"drama"
"38004","Bo Burnham: what.",60,7.9,41,2013,"comedia"
"38005","Magic Camp",85,7,3,2012,"documental"
"38006","The Reunion",88,6.3,17,2013,"drama"
"38007","Ski School",95,4.4,15,1990,"comedia"
"38008","Paths of Hate",10,5.7,5,2011,"accion"
"38009","Paths of Hate",10,5.7,5,2011,"animacion"
"38010","Bloody Birthday",85,6.2,38,1981,"ciencia ficcion"
"38011","Bloody Birthday",85,6.2,38,1981,"terror"
"38012","Ski Patrol",91,4.8,14,1990,"comedia"
"38013","Long Way Round",294,8.2,24,2004,"documental"
"38014","Long Way Round",294,8.2,24,2004,"adventura"
"38015","Dumb and Dumber To",110,5.4,1140,2014,"comedia"
"38016","The Legend of Sarila",80,4.9,10,2013,"animacion"
"38017","The Legend of Sarila",80,4.9,10,2013,"adventura"
"38018","Imago mortis",0,4.9,11,2009,"terror"
"38019","The Longest Week",86,5,116,2014,"comedia"
"38020","The Longest Week",86,5,116,2014,"drama"
"38021","Tales of the Grim Sleeper",105,6.9,20,2014,"documental"
"38022","The Yes Men Are Revolting",90,6.9,7,2014,"documental"
"38023","God is the Bigger Elvis",37,7,4,2012,"documental"
"38024","The Wicker Tree",96,4.3,18,2011,"misterio"
"38025","The Wicker Tree",96,4.3,18,2011,"terror"
"38026","The Wicker Tree",96,4.3,18,2011,"suspenso"
"38027","The Green",90,5.6,7,2011,"drama"
"38028","The Damned",87,5,84,2013,"suspenso"
"38029","The Damned",87,5,84,2013,"terror"
"38030","The Damned",87,5,84,2013,"misterio"
"38031","Deliver Us from Evil",75,10,1,1973,"drama"
"38032","Miss Meadows",88,5.1,60,2014,"drama"
"38033","Too Many Cooks",11,8.5,24,2014,"comedia"
"38034","Repentance",90,5.1,26,2014,"terror"
"38035","Repentance",90,5.1,26,2014,"suspenso"
"38036","Quantum Love",81,5.7,74,2014,"drama"
"38037","Quantum Love",81,5.7,74,2014,"romance"
"38038","Cass",108,6.1,19,2008,"drama"
"38039","Dorothy Mills",102,6.2,54,2008,"drama"
"38040","Dorothy Mills",102,6.2,54,2008,"suspenso"
"38041","Dorothy Mills",102,6.2,54,2008,"misterio"
"38042","Dorothy Mills",102,6.2,54,2008,"terror"
"38043","Dear White People",108,6.2,222,2014,"drama"
"38044","Dear White People",108,6.2,222,2014,"comedia"
"38045","The Man Who Loved Yngve",90,6.4,17,2008,"drama"
"38046","Camino",143,7.4,45,2008,"drama"
"38047","Alucarda",74,6.7,20,1977,"terror"
"38048","Painted Skin",103,6,37,2008,"fantasia"
"38049","Painted Skin",103,6,37,2008,"accion"
"38050","Painted Skin",103,6,37,2008,"drama"
"38051","Painted Skin",103,6,37,2008,"suspenso"
"38052","One Chance",103,6.5,112,2013,"drama"
"38053","One Chance",103,6.5,112,2013,"comedia"
"38054","One Chance",103,6.5,112,2013,"musical"
"38055","Rent: Filmed Live on Broadway",165,7,11,2008,"drama"
"38056","Rent: Filmed Live on Broadway",165,7,11,2008,"musical"
"38057","Rent: Filmed Live on Broadway",165,7,11,2008,"romance"
"38058","Columbus Day",90,5.4,13,2008,"drama"
"38059","Columbus Day",90,5.4,13,2008,"suspenso"
"38060","An Empress and the Warriors",99,5.7,28,2008,"accion"
"38061","An Empress and the Warriors",99,5.7,28,2008,"adventura"
"38062","Lucky Them",96,5.3,24,2013,"drama"
"38063","Dil Bole Hadippa!",148,4.7,17,2009,"drama"
"38064","Dil Bole Hadippa!",148,4.7,17,2009,"comedia"
"38065","Dil Bole Hadippa!",148,4.7,17,2009,"romance"
"38066","Border Café",105,5,2,2005,"drama"
"38067","Last Weekend",94,4.3,9,2014,"drama"
"38068","Last Weekend",94,4.3,9,2014,"comedia"
"38069","May in the Summer",100,5.8,10,2013,"drama"
"38070","May in the Summer",100,5.8,10,2013,"comedia"
"38071","Nono, the Zigzag Kid",90,7,4,2012,"adventura"
"38072","Nono, the Zigzag Kid",90,7,4,2012,"drama"
"38073","Tip Top",106,4.4,9,2013,"comedia"
"38074","Tip Top",106,4.4,9,2013,"suspenso"
"38075","October Gale",91,5,24,2014,"suspenso"
"38076","October Gale",91,5,24,2014,"drama"
"38077","October Gale",91,5,24,2014,"romance"
"38078","Musicwood",80,0,0,2012,"documental"
"38079","BFFs",90,6.5,1,2014,"comedia"
"38080","The Theory of Everything",123,7.8,3403,2014,"drama"
"38081","The Theory of Everything",123,7.8,3403,2014,"romance"
"38082","Amira & Sam",90,6.1,28,2014,"drama"
"38083","Amira & Sam",90,6.1,28,2014,"romance"
"38084","Amira & Sam",90,6.1,28,2014,"comedia"
"38085","Love Sick Love",83,4.7,9,2012,"suspenso"
"38086","Moscow, Belgium",102,6.4,11,2008,"romance"
"38087","Moscow, Belgium",102,6.4,11,2008,"drama"
"38088","Moscow, Belgium",102,6.4,11,2008,"comedia"
"38089","Doctor Who: The Time of the Doctor",60,8.4,61,2013,"drama"
"38090","Doctor Who: The Time of the Doctor",60,8.4,61,2013,"ciencia ficcion"
"38091","Dolphin Tale 2",107,6.7,98,2014,"drama"
"38092","Demoted",94,5.1,15,2011,"comedia"
"38093","Deranged",78,4.1,7,2012,"terror"
"38094","When the Game Stands Tall",115,6.3,134,2014,"drama"
"38095","Aashiqui 2",132,6.8,41,2013,"drama"
"38096","Aashiqui 2",132,6.8,41,2013,"romance"
"38097","ABCs of Death 2",125,5.5,89,2014,"terror"
"38098","Neurons to Nirvana",69,8.3,3,2013,"documental"
"38099","Fillmore",105,0,0,1972,"musical"
"38100","The Flyboys",118,6.7,15,2008,"accion"
"38101","The Flyboys",118,6.7,15,2008,"adventura"
"38102","The Last Word",90,6.4,16,2008,"drama"
"38103","The Last Word",90,6.4,16,2008,"romance"
"38104","Dream Boy",88,5.9,24,2008,"drama"
"38105","Dream Boy",88,5.9,24,2008,"romance"
"38106","TBS",90,6.9,8,2008,"suspenso"
"38107","Take the Trash",80,6.9,12,2008,"comedia"
"38108","Les invincibles",0,5.2,15,2013,"comedia"
"38109","Miserere",106,6.2,20,2013,"suspenso"
"38110","Queens of the Ring",97,5.6,17,2013,"comedia"
"38111","The New Girlfriend",105,5.9,100,2014,"drama"
"38112","Sex, Love & Therapy",0,4.9,107,2014,"comedia"
"38113","Sex, Love & Therapy",0,4.9,107,2014,"romance"
"38114","Red Mist",98,4.8,22,2008,"suspenso"
"38115","Red Mist",98,4.8,22,2008,"terror"
"38116","Bangkok, We Have A Problem!",93,4.9,41,2014,"adventura"
"38117","Bangkok, We Have A Problem!",93,4.9,41,2014,"comedia"
"38118","Real Time",80,7.2,7,2008,"comedia"
"38119","Real Time",80,7.2,7,2008,"drama"
"38120","Ragnarok",120,5.7,59,2013,"accion"
"38121","Ragnarok",120,5.7,59,2013,"adventura"
"38122","Secrets Of State",100,5.5,31,2008,"suspenso"
"38123","Farm House",92,4.9,25,2008,"terror"
"38124","Farm House",92,4.9,25,2008,"suspenso"
"38125","Farm House",92,4.9,25,2008,"misterio"
"38126","A Matador's Mistress",92,5.8,29,2008,"drama"
"38127","A Matador's Mistress",92,5.8,29,2008,"romance"
"38128","A Kind of America 2",110,7.2,6,2008,"comedia"
"38129","Parasomnia",103,4.8,26,2008,"terror"
"38130","Parasomnia",103,4.8,26,2008,"suspenso"
"38131","Fast Track: No Limits",96,5,12,2008,"accion"
"38132","Fast Track: No Limits",96,5,12,2008,"suspenso"
"38133","20th Century Boys - Chapter 1: Beginning of the End",142,6.7,21,2008,"ciencia ficcion"
"38134","20th Century Boys - Chapter 1: Beginning of the End",142,6.7,21,2008,"adventura"
"38135","20th Century Boys - Chapter 1: Beginning of the End",142,6.7,21,2008,"misterio"
"38136","Stiletto",99,4.4,17,2008,"accion"
"38137","Stiletto",99,4.4,17,2008,"drama"
"38138","Stiletto",99,4.4,17,2008,"suspenso"
"38139","If You Are the One",130,6.5,22,2008,"drama"
"38140","If You Are the One",130,6.5,22,2008,"comedia"
"38141","If You Are the One",130,6.5,22,2008,"romance"
"38142","Virunga",90,8.1,74,2014,"documental"
"38143","Virunga",90,8.1,74,2014,"guerra"
"38144","Sick Girl",83,6,10,2007,"suspenso"
"38145","Sick Girl",83,6,10,2007,"terror"
"38146","The Madagascar Penguins in a Christmas Caper",11,6.5,58,2005,"animacion"
"38147","The Madagascar Penguins in a Christmas Caper",11,6.5,58,2005,"comedia"
"38148","The Seven-Ups",103,6.5,33,1973,"accion"
"38149","The Seven-Ups",103,6.5,33,1973,"suspenso"
"38150","The Seven-Ups",103,6.5,33,1973,"drama"
"38151","V/H/S: Viral",81,4.5,164,2014,"terror"
"38152","V/H/S: Viral",81,4.5,164,2014,"suspenso"
"38153","Running from Crazy",105,5.5,4,2013,"documental"
"38154","April Story",67,7.1,14,1998,"romance"
"38155","Happiness",80,7,1,2014,"documental"
"38156","Victor and the Secret of Crocodile Mansion",83,6.4,4,2012,"adventura"
"38157","Victor and the Secret of Crocodile Mansion",83,6.4,4,2012,"misterio"
"38158","The Boy Who Cried Werewolf",97,5.7,58,2010,"fantasia"
"38159","The Boy Who Cried Werewolf",97,5.7,58,2010,"terror"
"38160","Nothing But the Night",90,6,7,1973,"terror"
"38161","Nothing But the Night",90,6,7,1973,"misterio"
"38162","Nothing But the Night",90,6,7,1973,"suspenso"
"38163","Mr Hockey The Gordie Howe Story",88,6,1,2013,"drama"
"38164","Gone Nutty",5,6.7,41,2002,"animacion"
"38165","Gone Nutty",5,6.7,41,2002,"comedia"
"38166","The Heart Machine",85,5.5,10,2014,"drama"
"38167","The Heart Machine",85,5.5,10,2014,"suspenso"
"38168","Starry Eyes",98,5.9,128,2014,"terror"
"38169","When Marnie Was There",103,7.8,345,2014,"animacion"
"38170","When Marnie Was There",103,7.8,345,2014,"drama"
"38171","Lupin the 3rd",133,5.6,23,2014,"accion"
"38172","Lupin the 3rd",133,5.6,23,2014,"adventura"
"38173","Lupin the 3rd",133,5.6,23,2014,"comedia"
"38174","The Monkey King",119,4.8,52,2014,"accion"
"38175","The Monkey King",119,4.8,52,2014,"adventura"
"38176","Song of the Sea",93,8.1,420,2014,"animacion"
"38177","Song of the Sea",93,8.1,420,2014,"fantasia"
"38178","Rakuen Tsuihou - Expelled from Paradise",104,6.4,18,2014,"accion"
"38179","Rakuen Tsuihou - Expelled from Paradise",104,6.4,18,2014,"animacion"
"38180","Rakuen Tsuihou - Expelled from Paradise",104,6.4,18,2014,"ciencia ficcion"
"38181","Kiki's Delivery Service",108,5.8,13,2014,"fantasia"
"38182","Exit",90,3.5,2,2011,"drama"
"38183","Tied",80,4.4,10,2013,"drama"
"38184","The Magic Crystal",80,4.5,4,2011,"adventura"
"38185","The Magic Crystal",80,4.5,4,2011,"animacion"
"38186","The Magic Crystal",80,4.5,4,2011,"comedia"
"38187","Beyond the Lights",116,7,139,2014,"romance"
"38188","Beyond the Lights",116,7,139,2014,"drama"
"38189","Misunderstood",91,0,0,1984,"drama"
"38190","Treasure of the Four Crowns",97,4.1,4,1983,"adventura"
"38191","The Last Shark",88,6,23,1981,"terror"
"38192","Paulette",87,6.3,138,2013,"comedia"
"38193","In the Heart of the Sea",122,6.5,1300,2015,"suspenso"
"38194","In the Heart of the Sea",122,6.5,1300,2015,"drama"
"38195","In the Heart of the Sea",122,6.5,1300,2015,"adventura"
"38196","In the Heart of the Sea",122,6.5,1300,2015,"accion"
"38197","Les Tuche",95,6.1,283,2011,"comedia"
"38198","Iceman",103,4.7,61,2014,"adventura"
"38199","Iceman",103,4.7,61,2014,"accion"
"38200","Iceman",103,4.7,61,2014,"ciencia ficcion"
"38201","Iceman",103,4.7,61,2014,"comedia"
"38202","Iceman",103,4.7,61,2014,"fantasia"
"38203","Stockholm Stories",97,7,3,2013,"drama"
"38204","Pressed",105,4.9,9,2011,"suspenso"
"38205","The Care Bears Adventure in Wonderland",75,4.6,5,1987,"animacion"
"38206","A Connecticut Yankee in King Arthur's Court",96,6,3,1989,"adventura"
"38207","A Connecticut Yankee in King Arthur's Court",96,6,3,1989,"comedia"
"38208","A Promise",94,5.9,45,2013,"drama"
"38209","A Promise",94,5.9,45,2013,"romance"
"38210","Alien Nation: Dark Horizon",90,6.2,10,1994,"ciencia ficcion"
"38211","Alien Nation: Body and Soul",87,6.5,6,1995,"ciencia ficcion"
"38212","Alien Nation: The Enemy Within",91,5.7,6,1996,"ciencia ficcion"
"38213","Alien Nation: Millennium",90,5.5,8,1996,"ciencia ficcion"
"38214","The Pig",105,6,4,2013,"drama"
"38215","Crackers",98,5.2,13,1984,"accion"
"38216","Crackers",98,5.2,13,1984,"comedia"
"38217","The Wall",174,7.4,16,1975,"accion"
"38218","The Wall",174,7.4,16,1975,"drama"
"38219","Hello Ladies: The Movie",85,6.4,51,2014,"comedia"
"38220","Codebreaker",62,6.4,7,2011,"documental"
"38221","Codebreaker",62,6.4,7,2011,"drama"
"38222","Listen Up Philip",108,5.9,61,2014,"comedia"
"38223","Listen Up Philip",108,5.9,61,2014,"drama"
"38224","Hot Stuff",91,7.8,6,1979,"comedia"
"38225","Squeeze Play",96,4.3,3,1979,"comedia"
"38226","Ain't in It for My Health: A Film About Levon Helm",83,6.6,7,2010,"documental"
"38227","Seducing Mr. Perfect",107,6.3,19,2006,"romance"
"38228","Jurassic World",124,6.5,8842,2015,"accion"
"38229","Jurassic World",124,6.5,8842,2015,"adventura"
"38230","Jurassic World",124,6.5,8842,2015,"ciencia ficcion"
"38231","Jurassic World",124,6.5,8842,2015,"suspenso"
"38232","Watermark",92,7.4,8,2013,"documental"
"38233","Citizenfour",114,7.9,516,2014,"documental"
"38234","Dans la peau d'une grande",0,5.9,11,2011,"comedia"
"38235","David et Madame Hansen",89,6.7,14,2012,"comedia"
"38236","David et Madame Hansen",89,6.7,14,2012,"drama"
"38237","Pop Redemption",0,6.3,22,2013,"comedia"
"38238","Home Sweet Home",100,6,1,2008,"comedia"
"38239","Home Sweet Home",100,6,1,2008,"terror"
"38240","LOL (Laughing Out Loud)",103,6.5,380,2008,"comedia"
"38241","Asterix: The Mansions of the Gods",85,6.7,401,2014,"animacion"
"38242","Asterix: The Mansions of the Gods",85,6.7,401,2014,"comedia"
"38243","Asterix: The Mansions of the Gods",85,6.7,401,2014,"adventura"
"38244","She Monkeys",84,4.7,12,2011,"drama"
"38245","The Taking of Deborah Logan",90,6,327,2014,"terror"
"38246","The Taking of Deborah Logan",90,6,327,2014,"misterio"
"38247","The Taking of Deborah Logan",90,6,327,2014,"suspenso"
"38248","Admissions",84,6,1,2004,"drama"
"38249","House Hunting",102,4.6,16,2013,"misterio"
"38250","House Hunting",102,4.6,16,2013,"suspenso"
"38251","Alive Inside",74,7.8,34,2014,"documental"
"38252","Last I Heard",98,6,1,2013,"drama"
"38253","Last I Heard",98,6,1,2013,"comedia"
"38254","Santa Who?",92,5.6,17,2000,"comedia"
"38255","Santa Who?",92,5.6,17,2000,"fantasia"
"38256","Hit by Lightning",89,5.2,16,2014,"romance"
"38257","Hit by Lightning",89,5.2,16,2014,"comedia"
"38258","The Incite Mill",107,5.5,11,2010,"drama"
"38259","The Incite Mill",107,5.5,11,2010,"terror"
"38260","The Incite Mill",107,5.5,11,2010,"suspenso"
"38261","Pumzi",21,6.1,4,2009,"ciencia ficcion"
"38262","Pumzi",21,6.1,4,2009,"drama"
"38263","1½ Knights - In Search of the Ravishing Princess Herzelinde",116,4.5,45,2008,"adventura"
"38264","1½ Knights - In Search of the Ravishing Princess Herzelinde",116,4.5,45,2008,"comedia"
"38265","Christmas Cottage",96,6.1,14,2008,"drama"
"38266","Christmas Cottage",96,6.1,14,2008,"romance"
"38267","A Five Star Life",85,5.5,31,2013,"drama"
"38268","The Boy in the Mirror",78,6,1,2014,"adventura"
"38269","The Boy in the Mirror",78,6,1,2014,"drama"
"38270","My Dear Desperado",100,6.6,6,2010,"romance"
"38271","My Dear Desperado",100,6.6,6,2010,"comedia"
"38272","My Dear Desperado",100,6.6,6,2010,"drama"
"38273","The 39 Steps",90,5.4,9,2008,"suspenso"
"38274","The 39 Steps",90,5.4,9,2008,"misterio"
"38275","The 39 Steps",90,5.4,9,2008,"adventura"
"38276","Horrible Bosses 2",108,6.1,1575,2014,"comedia"
"38277","Poto and Cabengo",77,5,1,1980,"documental"
"38278","Detention of the Dead",87,4.5,34,2012,"comedia"
"38279","Detention of the Dead",87,4.5,34,2012,"terror"
"38280","Disciples of the 36th Chamber",89,6.4,14,1985,"accion"
"38281","Disengagement",115,7.5,2,2007,"drama"
"38282","Don Juan",104,5.9,4,1998,"comedia"
"38283","Don Juan",104,5.9,4,1998,"romance"
"38284","Don't Answer the Phone!",94,4.4,10,1980,"terror"
"38285","Don't Answer the Phone!",94,4.4,10,1980,"suspenso"
"38286","Donner Pass",90,4.3,28,2012,"terror"
"38287","Double Trouble",86,5.1,7,1992,"accion"
"38288","Double Trouble",86,5.1,7,1992,"comedia"
"38289","Double Trouble",86,5.1,7,1992,"musical"
"38290","Double Trouble",86,5.1,7,1992,"romance"
"38291","Down the Shore",93,5.9,10,2011,"drama"
"38292","Down the Shore",93,5.9,10,2011,"romance"
"38293","Dr. Dolittle: Million Dollar Mutts",90,5.5,12,2009,"comedia"
"38294","Dr. Dolittle: Million Dollar Mutts",90,5.5,12,2009,"fantasia"
"38295","Dr. Dolittle: Tail to the Chief",85,5,36,2008,"comedia"
"38296","Dr. Dolittle: Tail to the Chief",85,5,36,2008,"fantasia"
"38297","Dr. Jekyll and Mr. Hyde",89,4.2,7,2008,"drama"
"38298","Dr. Jekyll and Mr. Hyde",89,4.2,7,2008,"terror"
"38299","Dr. Jekyll and Mr. Hyde",89,4.2,7,2008,"ciencia ficcion"
"38300","Dr. Jekyll and Mr. Hyde",89,4.2,7,2008,"suspenso"
"38301","DragonHeart: A New Beginning",84,5.5,70,2000,"accion"
"38302","DragonHeart: A New Beginning",84,5.5,70,2000,"adventura"
"38303","DragonHeart: A New Beginning",84,5.5,70,2000,"comedia"
"38304","DragonHeart: A New Beginning",84,5.5,70,2000,"fantasia"
"38305","Drive Thru",83,5,31,2007,"comedia"
"38306","Drive Thru",83,5,31,2007,"terror"
"38307","Drop Dead Sexy",83,4.5,15,2005,"comedia"
"38308","Drunken Master III",91,5,3,1994,"accion"
"38309","Drunken Master III",91,5,3,1994,"suspenso"
"38310","Air Crew",144,5.8,8,1979,"drama"
"38311","Air Crew",144,5.8,8,1979,"suspenso"
"38312","El Gringo",98,5.1,44,2012,"adventura"
"38313","El Gringo",98,5.1,44,2012,"drama"
"38314","El Gringo",98,5.1,44,2012,"accion"
"38315","El Gringo",98,5.1,44,2012,"suspenso"
"38316","Elisa",115,6.2,15,1995,"drama"
"38317","Elliot Loves",92,3,2,2012,"comedia"
"38318","Elvis and Anabelle",106,7.1,23,2007,"drama"
"38319","Elvis and Anabelle",106,7.1,23,2007,"romance"
"38320","Elvis Has Left the Building",90,5.8,11,2004,"comedia"
"38321","Elvis Meets Nixon",95,6.6,4,1997,"drama"
"38322","Elvis Meets Nixon",95,6.6,4,1997,"comedia"
"38323","Endangered Species",94,5.5,4,2003,"ciencia ficcion"
"38324","Endangered Species",94,5.5,4,2003,"terror"
"38325","Endangered Species",94,5.5,4,2003,"suspenso"
"38326","Endure",91,7,2,2010,"misterio"
"38327","Endure",91,7,2,2010,"suspenso"
"38328","Executioners from Shaolin",98,7.5,9,1977,"accion"
"38329","The Orkly Kid",35,6.5,2,1985,"comedia"
"38330","Lost Christmas",88,6.3,10,2011,"drama"
"38331","Murder on the Orient Express",100,5.9,5,2001,"drama"
"38332","Murder on the Orient Express",100,5.9,5,2001,"suspenso"
"38333","Enemies Closer",85,5.1,66,2013,"suspenso"
"38334","Enemies Closer",85,5.1,66,2013,"accion"
"38335","Barely Legal",89,3.7,23,2011,"comedia"
"38336","Nutcracker: The Motion Picture",89,6,4,1986,"fantasia"
"38337","Nutcracker: The Motion Picture",89,6,4,1986,"musical"
"38338","Russell Brand: Messiah Complex",99,7.2,18,2013,"comedia"
"38339","Moving Violations",90,5.7,16,1985,"comedia"
"38340","The Fake",101,6.7,10,2013,"animacion"
"38341","The Fake",101,6.7,10,2013,"drama"
"38342","Yellow Rock",89,4.6,5,2011,"western"
"38343","Lucia",136,6.8,10,2013,"fantasia"
"38344","Lucia",136,6.8,10,2013,"romance"
"38345","Lucia",136,6.8,10,2013,"suspenso"
"38346","Dancing Outlaw II: Jesco Goes to Hollywood",30,4.3,2,1999,"documental"
"38347","Oppressed Majority",11,5.5,4,2010,"drama"
"38348","La Belle verte",99,7.5,32,1996,"comedia"
"38349","Penguins of Madagascar",92,6.5,1375,2014,"animacion"
"38350","Penguins of Madagascar",92,6.5,1375,2014,"adventura"
"38351","Penguins of Madagascar",92,6.5,1375,2014,"comedia"
"38352","Bill Bailey: Qualmpeddler",0,7.3,5,2013,"comedia"
"38353","Ivul",100,4.3,3,2010,"drama"
"38354","Ivul",100,4.3,3,2010,"fantasia"
"38355","Fugly!",86,4.9,5,2014,"comedia"
"38356","Black or White",121,6.5,119,2014,"drama"
"38357","Ragamuffin",137,7.2,5,2014,"drama"
"38358","'71",99,6.7,414,2014,"suspenso"
"38359","'71",99,6.7,414,2014,"accion"
"38360","'71",99,6.7,414,2014,"drama"
"38361","'71",99,6.7,414,2014,"guerra"
"38362","Bastards",83,5,1,2014,"documental"
"38363","The Water Diviner",112,6.8,439,2014,"guerra"
"38364","The Water Diviner",112,6.8,439,2014,"drama"
"38365","Enlighten Up!",82,0,0,2008,"documental"
"38366","Just a Sigh",104,6.6,10,2013,"drama"
"38367","Just a Sigh",104,6.6,10,2013,"romance"
"38368","The Rabbi's Cat",100,6.7,51,2011,"comedia"
"38369","The Rabbi's Cat",100,6.7,51,2011,"animacion"
"38370","Still Alice",99,7.5,1126,2014,"drama"
"38371","Je préfère qu'on reste amis",100,5.8,8,2005,"comedia"
"38372","Grumpy Cat's Worst Christmas Ever",90,5.3,27,2014,"comedia"
"38373","Paddington",95,7,899,2014,"comedia"
"38374","Redemption: For Robbing the Dead",105,0,0,2011,"western"
"38375","Jessabelle",90,5.1,265,2014,"suspenso"
"38376","Jessabelle",90,5.1,265,2014,"terror"
"38377","Maze Runner: The Scorch Trials",132,6.5,3148,2015,"accion"
"38378","Kink",80,5.5,17,2013,"documental"
"38379","Beautiful Girl",90,3.2,3,2014,"drama"
"38380","Showrunners: The Art of Running a TV Show",76,6.2,29,2014,"documental"
"38381","My Brother Tom",111,7.3,9,2001,"drama"
"38382","Quest",12,6.7,3,1996,"animacion"
"38383","Quest",12,6.7,3,1996,"drama"
"38384","Quest",12,6.7,3,1996,"accion"
"38385","Quest",12,6.7,3,1996,"suspenso"
"38386","Scooby-Doo! Frankencreepy",74,6.7,13,2014,"misterio"
"38387","Scooby-Doo! Frankencreepy",74,6.7,13,2014,"animacion"
"38388","The Ghost and the Whale",105,0,0,2016,"suspenso"
"38389","The Ghost and the Whale",105,0,0,2016,"drama"
"38390","The Ghost and the Whale",105,0,0,2016,"misterio"
"38391","Burt's Buzz",88,6.6,10,2014,"documental"
"38392","Ice Age: A Mammoth Christmas",26,6,171,2011,"animacion"
"38393","The Bloody Olive",11,7.3,6,1997,"comedia"
"38394","Hey Bartender",92,5.3,4,2013,"documental"
"38395","Kajaki",108,6.3,93,2014,"suspenso"
"38396","Kajaki",108,6.3,93,2014,"guerra"
"38397","Kajaki",108,6.3,93,2014,"adventura"
"38398","Kajaki",108,6.3,93,2014,"drama"
"38399","A Matter of Size",90,6.4,5,2009,"comedia"
"38400","A Matter of Size",90,6.4,5,2009,"drama"
"38401","Summer of Blood",86,4.9,11,2014,"terror"
"38402","Summer of Blood",86,4.9,11,2014,"comedia"
"38403","The Voices",101,6.2,578,2014,"comedia"
"38404","The Voices",101,6.2,578,2014,"terror"
"38405","The Voices",101,6.2,578,2014,"suspenso"
"38406","Farewell",121,6,4,1981,"drama"
"38407","Eagle's Wing",111,5,5,1979,"western"
"38408","Eagle's Wing",111,5,5,1979,"drama"
"38409","Levitated Mass",88,8.3,2,2013,"documental"
"38410","Nativity 2: Danger in the Manger!",105,5.2,16,2012,"comedia"
"38411","The Puzzle",87,7,2,2010,"drama"
"38412","Donald Glover: Weirdo",60,6.9,15,2011,"comedia"
"38413","Come Back to Me",90,5.6,52,2014,"terror"
"38414","The Righteous Thief",117,5.4,5,2009,"adventura"
"38415","State of Emergency",90,4.4,28,2011,"ciencia ficcion"
"38416","State of Emergency",90,4.4,28,2011,"suspenso"
"38417","Almost Married",97,5.3,8,2014,"comedia"
"38418","Christmas in Conway",90,5.4,10,2013,"drama"
"38419","Christmas in Conway",90,5.4,10,2013,"romance"
"38420","Grace",87,4.8,62,2014,"suspenso"
"38421","Grace",87,4.8,62,2014,"terror"
"38422","Winter Nomads",90,8,3,2012,"documental"
"38423","Courier",88,8.1,15,1986,"drama"
"38424","Courier",88,8.1,15,1986,"romance"
"38425","Courier",88,8.1,15,1986,"comedia"
"38426","Batman vs Dracula",83,6.5,58,2005,"fantasia"
