"texto","titulo","pagina"
"borradores para depurar esta obra con el fuego de su ingenio. Pero Voltaire hará mucho más que eso: se pone manos a la obra y remite al monarca prusiano sus propios comentarios del texto de Maquiavelo. Federico propondrá finalmente que Voltaire adopte a la criatura y se convierta en preceptor suyo, añadiendo a su educación lo que demande la pureza de la lengua francesa para poder ser presentada en público. Voltaire prodigará los encomios en su correspondencia, pero lo que lleva leído le parece demasiado largo. Un ingenio como el suyo, amante del aforismo y el epigrama, de la frase lapidaria que aniquila en una sola frase y con toda mordacidad los argumentos del adversario, no puede ver las cosas de otro modo. Le parece desacertado que la refutación exceda en extensión al original y se ofrece a podar el manuscrito de Federico, que a esas alturas está preocupado porque pueda vincularse tal obra con su nombre y prefiere publicarla de modo anónimo. Tras la poda, Voltaire hará injertos, al creer que Federico se ha dejado en el tintero un puñado de buenos argumentos. Así pues, no solo recorta sino que «lanza un poco de argamasa en algunos rincones del edificio», poniendo los puntos y las comas del Antimaquiavelo, texto del que ha ideado incluso el título. En 1740 Federico ya no es el heredero del trono prusiano, sino su titular, y se olvida de un asunto que, sin embargo, Voltaire ha hecho suyo y por eso mismo decide publicarlo sin atender a las demandas del «coautor», para quien inventa —cómo no— todo un relato literario, pretextando que en «un país como Holanda, no se puede paralizar la diligencia de un librero convencido de que tiene su fortuna en prensa». Para calmar al flamante monarca, Voltaire le dice que el editor se ha negado en redondo a detener la impresión del texto, y se ha mostrado impermeable ante cualquier negociación por ventajosa que pudiera resultarle. Pero en su propia ficción Voltaire habría decidido sabotear la edición, introduciendo algunas correcciones que hicieran inapropiada su publicación, llevando a cabo esa tarea en casa del editor y vigilado por toda su familia. Jaleado por su propia retórica termina por comparar su ingenioso boicot con una hazaña bélica digna","Voltaire",66
"del más hábil estratega: «A eso se le llama hundir el propio navío, para impedir que sea capturado por el enemigo», remedando con ello al Blas de Lezo que logró salvar a Cartagena de Indias del asedio británico hundiendo sus propios buques. La añagaza da resultado y, tras conocer su esforzado sabotaje, Federico le dará nuevamente carta blanca: «Vuelvo a poner el Antimaquiavelo a vuestra disposición, sin dudar que no lo usaréis sino de tal forma que no haya de arrepentirme de la confianza que deposito en vos. Me pongo en manos de vuestro discernimiento». Ciertamente se arrepintió, y el mismo día que cursa las órdenes para invadir Silesia, el rey de Prusia escribe a Voltaire para mostrarle su descontento por «haber tanto de ajeno en vuestra edición». De hecho le anuncia que publicará otra bien distinta en Berlín bajo su propia supervisión, algo para lo que nunca encontró tiempo el conquistador de Silesia. En sus Memorias Voltaire presenta una crónica de su colaboración con Federico asaz diferente de la reflejada por la correspondencia entre ambos. Los ditirambos que derrochaban sus epístolas ceden el paso a la sátira. Su pluma destila un lacerante sarcasmo como catarsis de su disgusto y aquel moderno Marco Aurelio que había elaborado un catecismo para uso de gobernantes y parecía destinado a encarnar el sueño platónico del Rey Filósofo nada más acceder al trono, queda desmitificado de un plumazo. Democracia El gobierno popular es por su misma esencia menos inicuo y abominable que el poder tiránico. El gran vicio de la democracia no consiste en la tiranía ni en la crueldad. La democracia parece que no convenga más que a una nación pequeña y que esté colocada en sitio a propósito. Aun así, cometerá faltas, porque se compondrá de hombres; reinará en ella la discordia, como en un convento de frailes; pero nunca conocerá esa nación noches como la de San Bartolomé, ni matanzas como las de Irlanda, ni Inquisición, ni será condenada a galeras por haber tomado agua del mar sin pagarla, a no ser que supongamos que compongan esa república diablos venidos del infierno. Del artículo «Democracia» del Diccionario filosófico de bolsillo En las Memorias, Federico es presentado como un discípulo de Maquiavelo, y no de los más","Voltaire",67
"despiertos precisamente: «Al rey de Prusia, algún tiempo antes de morir su padre, se le ocurrió escribir contra los principios de Maquiavelo. Si Maquiavelo hubiera tenido un príncipe por discípulo, la primera cosa que le habría recomendado habría sido escribir contra él. Pero el príncipe heredero no habría comprendido tanta sutileza». El retrato es demoledor. Antes de ser soberano consideraba toda usurpación como un crimen y su padre no le daba razones para poder admirar el poder despótico. Lo malo es que luego habría mudado radicalmente de opinión al respecto. «Pronto se vio —sentencia Voltaire— que Federico, rey de Prusia, no era tan enemigo de Maquiavelo como el príncipe heredero había parecido serlo». Voltaire suscribe, sin saberlo, el díptico que Rousseau dedicó al monarca prusiano: «Su gloria y su provecho, he ahí su Dios, su Ley; piensa como Filósofo y se conduce como Rey». El idilio que matrimonió a Voltaire y Federico en la preparación del Antimaquiavelo acabó en divorcio. Y el momento en que se produce la ruptura no es casual. El monarca prusiano pierde todo interés en publicar esa obra cuando atisba en el horizonte sus nuevas obligaciones. Ya se hallaba sometido a la implacable lógica del éxito y de la eficacia, en aras de la cual todo puede quedar justificado desde la perspectiva del poder. En su ensayo Hacia la paz perpetua Kant introdujo un «artículo secreto» cuyo dictamen es tan sobrio como perfectamente válido y enjundioso: «No cabe confiar en que los reyes filosofen o esperar que los filósofos lleguen a ser reyes, pero tampoco hay que desearlo, porque ostentar el poder corrompe inexorablemente el libre juicio de la razón». Al entender de Kant, el proyecto platónico de ilustrar al tirano de Siracusa, la idea de que un rey pueda ser filósofo, y por lo tanto introducir la moralidad en sus considerandos políticos, carece de sentido. Sería una quimera suponer la existencia de un rey filósofo, por la sencilla razón de ser oficios incompatibles que no hay forma de combinar, como el agua y el aceite. En líneas generales, el poder parece ejercer un peculiar hechizo y entraña un sortilegio merced al cual todo quien accede a él queda convertido en una especie de Mr. Hyde, por muy asentadas que estuviesen","Voltaire",68
"sus convicciones antes de su transformación. Las reglas de juego suscritas por el Dr. Jekyll desaparecerían tras esa metamorfosis. La razón de Estado, una información confidencial y privilegiada que no se puede compartir con el común de los mortales o cualquier otra cosa por el estilo, harían que casi todos los estadistas, gobernantes o usuarios del poder, en cualquiera de sus escalas, cuotas o niveles, entienda que ha de actuar por encima del derecho y, por descontado, de la ética. Al menos así lo reconoce el propio Federico en el prefacio a su Historia de mi tiempo, donde asegura que el arte de la política «se diría diametralmente opuesto en muchos extremos a la moral de los particulares, mas no a la de los príncipes» o gobernantes, quienes se otorgarían un mutuo consentimiento tácito para «propiciar su ambición al precio que sea, aunque para ello tengan que secundar todo cuanto exige su interés e imponerlo mediante intrigas o añagazas». Más de una vez Federico II de Prusia expresó el deseo de que las generaciones venideras pudieran no confundir en él al filósofo con el estadista instado a cometer mil tropelías por mor de las circunstancias. «Debo confesar —escribe— que resulta muy difícil conservar un talante ingenuo y caracterizado por la honestidad al quedar atrapado en el gran torbellino político de Europa, expuesto a ser constantemente traicionado por los aliados, abandonado por los amigos y avasallado por la envidia». Lo curioso es que Voltaire no dejó de engañar e instrumentalizar de algún modo al monarca prusiano para publicar a toda costa el Antimaquiavelo. Y tampoco deja de resultar significativo que Federico redactara un Elogio sobre Voltaire cuando murió este, mientras que Voltaire decidió consagrar sus Memorias póstumas a caricaturizarle. De todos modos, la refutación de El Príncipe de Maquiavelo supone uno de los escritos de combate de Voltaire, destinado a confrontar la ética con la política, y tan importante o más que el propio texto lo son las circunstancias que rodearon su gestación, así como la relación de Voltaire con un pretendiente a encarnar el desiderátum platónico de Rey Filósofo. La réplica de Rousseau al Poema sobre el desastre de Lisboa Alegoría del terremoto de Lisboa pintada por João Glama Ströberle. Y en ese caos fatal","Voltaire",69
"queréis componer / De las desdichas de cada ser una ¡dicha general! / ¡Qué felicidad! Oh mortal, débil y miserable. / Gritáis «todo está bien» con una voz lamentable. / El Universo os desmiente y vuestro propio corazón / Cien veces ha refutado el error de vuestro espíritu. Poema sobre el desastre de Lisboa Si en 1740 Voltaire quiso combatir los excesos del poder político publicando el Antimaquiavelo y sirviéndose casi maquiavélicamente de un presunto Rey Filósofo para refutar las tesis de El Príncipe de Maquiavelo, durante su estancia en la corte prusiana decide replicar al materialismo que La Mettrie había defendido en su Anti-Séneca o el bien supremo, redactando en 1752 un Poema sobre la ley natural que entrega a Federico el Grande, si bien solo será publicado en 1756 flanqueado por otro escrito titulado Poema sobre el desastre de Lisboa. Los dos enemigos a batir en este caso serán el ateísmo, por un lado, y una providencia que resulta difícil de justificar en algunos trances, por el otro. Resulta paradójico, pero Voltaire no puede evitar ser dialéctico y exponer puntos de vista complementarios a los del adversario para conjurar los extremismos. Su teísmo no es incompatible con un radical anticlericalismo, porque a su entender aquel era una reacción contra los fanatismos religiosos. Inquisición La Inquisición es, como todo el mundo sabe, una invención admirable y completamente cristiana, para que gocen de extraordinario poderío el Papa y los frailes, y para convertir en hipócritas a las naciones. Conocidos son de todos los lectores los procedimientos del Santo Oficio, que son opuestos a la falsa equidad y a la ciega razón de los demás tribunales del universo. […] Y debe encerrar algo divino, porque es incomprensible que los hombres hayan sufrido pacientemente yugo tan cruel. Del artículo «Inquisición» del Diccionario filosófico de bolsillo Igual que el poeta latino Lucrecio había conseguido exponer a Epicuro en Sobre la naturaleza de las cosas, Voltaire quiere hacer algo similar con el deísmo del que le había imbuido su amigo Lord Bolingbroke, fallecido en 1751, mediante un poema sobre la religión natural, donde se defiende una actitud moral por encima del cristianismo y que al mismo tiempo rechace las tesis materialistas de La Mettrie. El orden de la naturaleza","Voltaire",70
"invita a pensar en un ser supremo que imprime en el corazón de todos los hombres, al margen de sus diferencias, una ley de tolerancia y fraternidad. Un tono satírico repasa las extravagantes leyes de ciertas prácticas religiosas, para hacernos descubrir la idea de una ley natural absolutamente universal y conforme a las evidencias de la razón. Como de costumbre, no queda títere con cabeza: «Un dulce inquisidor, con un crucifijo en la mano, al fuego, por caridad, hace lanzar a su prójimo». Pero la Inquisición no es la única víctima del sarcasmo volteriano, del que no se libran las abluciones o la circuncisión: «Alguno piensa, lavándose cinco o seis veces al día, que el cielo ve sus baños con una mirada llena de amor y que con un prepucio no sabría complacerle». Los ritos y las supersticiones que propician tantos desmanes enmascaran aquello que puede unirnos, cual es una moral universal que anidaría en el fondo de nuestras conciencias, como sostendrá igualmente Rousseau. Es en el fondo de nuestros corazones donde hay que buscar una impronta divina y «si Dios no existe en nuestro fuero interno, nunca existió». La existencia de una ley universal implica tolerancia, y le corresponde al poder político poner bridas a los conflictos religiosos que perturban el orden social. En el artículo «Providencia» de su Diccionario filosófico, Voltaire se mofará de cómo se instrumentaliza a Dios para hacerle velar por nuestros más nimios intereses. Allí se habla de una monja exultante de alegría porque, tras rezarle diez avemarias, Dios habría salvado la vida a su gorrión al estar al tanto del inmenso cariño que le profesa a un pájaro tan enjaulado como ella misma. Un metafísico le habría hecho ver a la monja en cuestión que rezar avemarias es algo excelente, «sobre todo cuando una doncella las recita en latín en un arrabal de París», pero que resulta dudoso imaginar a Dios ocupado en ese gorrión, cuando tiene tantas cosas de las que ocuparse, al tener que «gobernar millones de soles y de planetas». Si las avemarias pudieran hacer vivir un instante de más a cierto gorrión, con ello se quebrantarían las leyes establecidas para toda la eternidad y se desorganizaría el universo. El metafísico manifiesta creer en una providencia","Voltaire",71
"general «de la que emanó para toda la eternidad la ley que rige todo el universo» y no en una particular que el confesor de la monja utilizaría para supeditar todos sus actos. La monja en cuestión queda impresionada y promete reflexionar al respecto como portavoz de los lectores. A Voltaire le va bien personalmente y rehuye el pesimismo, pero esto no significa en absoluto que Voltaire suscriba el lema de «Todo está bien» que había popularizado Alexander Pope en 1733 con su Poema sobre el hombre. Voltaire había elogiado el buen vivir placentero y despreocupado en su poema El mundano de 1743, pero le impresionó sobremanera, como a toda Europa, las trágicas circunstancias que acompañaron al terremoto de Lisboa acaecido en 1755. Como ya se apuntó en el capítulo biográfico, el 1 de noviembre por la mañana, día de Todos los Santos, las innumerables iglesias lisboetas estaban abarrotadas de fieles. El temblor de tierra hizo desplomarse los edificios sobre sus cabezas. Quienes no habían muerto sepultados bajo los escombros buscaron refugio en la plaza y murieron ahogados por el maremoto resultante. Muchos de los que se libraron de ambas cosas morirían por el incendio posterior, provocado por el fuego con que los cirios de las iglesias habían prendido inflamables cortinones. Y los supervivientes que se libraron del pillaje ulterior hubieron de darse al canibalismo para no morir de hambre. Curiosamente quienes se hallaban a oscuras en los chamizos que oficiaban de prostíbulos en las afueras de la ciudad fueron los mejor librados, pese a lo cual no dejó de haber predicadores que intentaron presentar la catástrofe como un castigo divino provocado por las impiedades del siglo. Toda Europa se quedó sin habla. En su autobiografía Goethe recordará cómo, a los seis años, su conciencia se despertó reflexionando sobre este infortunado acontecimiento. Voltaire compone un poema, patético y desgarrado, describiendo el absurdo sufrimiento de tantas víctimas inocentes, el Poema sobre el desastre de Lisboa, o examen del axioma «todo está bien», donde más que a la manipulada providencia le canta las cuarenta a los valedores de la divisa aireada por Pope, invitando a los filósofos engañados por ese lema a contemplar las espantosas ruinas de Lisboa. «Respeto a mi Dios —gime Voltaire—, pero amo al","Voltaire",72
"universo. ¿Por qué sufrimos bajo un señor equitativo?». El optimismo a ultranza le parece una filosofía cruel bajo un nombre que solo consuela en apariencia. Por causa de la revelación los seres humanos se persiguen y combaten, pero la voz de la naturaleza nos habla a todos por igual y Dios está en nuestra conciencia, como luego dirá Kant al plantear que la ley moral es lo divino en nuestro interior, ya que Dios no es otra cosa que la razón pura práctica y autolegisladora. En el Poema sobre la ley natural Voltaire enfatiza que el modo de conocer nuestro origen, nuestro fin y nuestro deber es mirar dentro de nosotros para escuchar la voz de una naturaleza que nos es común. Piensa que, mientras que las sectas dividen a los hombres, la religión natural solo puede unirles al hablar a todos con un mismo lenguaje. Considerar infieles a quienes no comparten las propias convicciones ha provocado el grito de «muere, impío, o piensa igual que yo», al desoír la voz de la naturaleza. Voltaire alaba a Federico II de Prusia, como más tarde hará también el Kant de Qué es la Ilustración, por mostrarse tolerante con los distintos credos. A su juicio convendría seguir el ejemplo de la Roma que unió el trono y el altar, ya que la ley debe ser universal sin distinguir al sacerdote del ciudadano. Dios ha inscrito sus leyes en nuestra conciencia y allí es donde hay que buscarlas. Rousseau quedó perplejo al cotejar ambos poemas, puesto que suscribía las tesis del primero, pero le desazonaron las del segundo. Según señala Henri Gouhier en Rousseau y Voltaire: Retratos en dos espejos, ambos recorrieron itinerarios diversos en su deísmo. Mientras que para Rousseau la religión natural representa la quintaesencia del cristianismo, para Voltaire este resulta inseparable de lo sobrenatural y por tanto tiene difícil cabida en una religión natural. El Dios de Voltaire es más sensible a la razón y el de Rousseau queda más modulado por el sentimiento. Ambos condenan la superstición y abogan por la tolerancia, porque creer no debe implicar control alguno sobre las conciencias, pero Rousseau no sabe renunciar al consuelo de la esperanza y así se lo hará saber a Voltaire en su carta del","Voltaire",73
"18 de agosto de 1756. Allí le propone que redacte un catecismo del ciudadano, lo que de alguna manera Voltaire hará —tal como señala Alicia Villar— con el Tratado sobre la tolerancia. A Rousseau le parece que ambos poemas se contradicen mutuamente y en su carta le reprocha a Voltaire que amplíe el retablo de las miserias, agriando sus penalidades y arrebatándole el consuelo de la esperanza que le aporta el optimismo de Pope o Leibniz, según los cuales se ha elegido entre todas las economías posibles aquella que reunía el menor mal y el mayor bien. Así las cosas, decide abogar a favor de la providencia encausada por los alegatos en su contra que presenta Voltaire. Según el punto de vista de Rousseau, el desastre de Lisboa no habría sido tan catastrófico si los hombres no hubieran construido tan juntas veinte mil casas de siete pisos y hubiesen huido sin querer llevar consigo sus pertenencias. ¿Acaso —plantea Rousseau— debe someterse la naturaleza a nuestros caprichos y prohibir los terremotos allí donde construyamos una gran ciudad? Presa de su retórica, Rousseau llega a decir que, después de todo, el hombre se procura muertes más espantosas que las acontecidas en el seísmo de Lisboa, pues ¿acaso no es un final más triste el de un moribundo al que se abruma con cuidados inútiles, mientras sus herederos no le dejan respirar, los médicos asesinan a su gusto y unos curas bárbaros le hacen saborear la muerte con sus artes? «Veo por doquier que los males a los cuales nos somete la naturaleza son mucho menos crueles que aquellos que nos complace añadir por nuestra cuenta». Reconoce que sacerdotes y devotos son los que más han echado a perder la causa de Dios, haciéndole intervenir en acontecimientos puramente naturales, pero los filósofos no le parecen mucho más razonables al «clamar que todo está mal porque tienen dolor de muelas o son pobres», endosando a Dios la custodia de su equipaje, si se les roba. «Si el teísta no funda su sentimiento sino sobre probabilidades, el ateo no parece fundar el suyo sino sobre las probabilidades contrarias». Rousseau confiesa que «finalmente mil motivos de preferencia le atraen hacia el lado más consolador y añaden el peso de la esperanza","Voltaire",74
"al equilibrio de la razón». Lo que sí compartirá Rousseau es la indignación de Voltaire ante el hecho de que la fe de cada cual no disfrute de plena libertad y que algunos mandatarios osen controlar el interior de las conciencias, como si los reyes tuviesen «el derecho de atormentar a sus súbditos para forzarles a ir al paraíso». «Pueden darse religiones que ataquen los fundamentos de la sociedad y hay que comenzar por exterminarlas. Entre los dogmas que se debe prescribir, la intolerancia es el más odioso», para lo cual hay que identificar a los fanáticos, al intolerante «que se imagina que no cabe ser hombre de bien sin creer todo cuanto él cree y condena sin piedad a todos los que no piensan como él». Como ya se ha adelantado, Rousseau emplaza a Voltaire para redactar esa profesión de fe civil que contenga las máximas sociales obligatorias y deseche las máximas fanáticas no por impías, sino por sediciosas. Pero al final desciende a considerandos personales que él mismo acaba de descalificar: Colmado de gloria y desengañado de vanas grandezas, vivís libre en el seno de la abundancia y, si el cuerpo o el corazón sufre, disponéis de un médico amigo, pese a todo lo cual no encontráis más que mal sobre la tierra. Mientras que yo, un hombre oscuro, pobre, solitario y atormentado por un mal sin remedio, medito con placer en mi retiro y encuentro que todo está bien. Vos disfrutáis, pero yo espero, y la esperanza lo embellece todo. Seguramente Rousseau se había preparado para múltiples reacciones posibles por parte de Voltaire, menos la de verse agraciado con el silencio como única respuesta. En sus Confesiones, Rousseau interpretará que sí le contestó, pero que fue él quien ignoró la réplica. Veámoslo: Extrañado al ver a ese pobre hombre, repleto de prosperidad y gloria declamar amargamente contra las miserias de esta vida, me hice el insensato proyecto de probarle que todo estaba bien. Para Voltaire su pretendido Dios es un ser malvado que siente gran placer en molestar. Autorizado mucho más que él a contar y medir los males de la vida, hice un examen y le probé que de todos esos males no había ni uno solo del que no se","Voltaire",75
"pudiera disculpar a la providencia y no tuviera su fuente en el abuso que el hombre hace de sus facultades más que en la propia naturaleza. Después Voltaire publicó su respuesta, que no me envió. Es su relato Cándido, obra de la que no puedo hablar porque no la he leído. Sin embargo, no parece que Voltaire tuviera para nada en cuenta a Rousseau al escribir el más célebre de sus cuentos, Cándido, o del optimismo, donde el problema del mal ya no es abordado con el tono trágico del Poema sobre el desastre de Lisboa, sino con sus mejores armas: el sentido del humor y la ironía, con las que denuncia los males absurdos que padecemos. Rousseau, con su Contrato social, el Emilio y la nueva Eloísa, trasladó el problema de la teodicea del plano religioso al político-social, imputando las responsabilidades a la sociedad humana. Pero a su manera Voltaire no dejó de hacer otro tanto con Cándido y el Tratado sobre la tolerancia, sentando en el banquillo de los acusados a la barbarie del fanatismo y la intolerancia. ¡Vaya con el mejor de los mundos posibles! Cándido, o del optimismo Es una verdadera lástima —decía Cándido— que ahorcaran al sabio Pangloss, cosa que no es costumbre en un auto de fe; nos diría maravillas sobre el mal físico y el mal moral que dominan la tierra y el mar, y me sentiría con fuerzas suficientes para hacerle con el mayor respeto algunas objeciones. Cándido, o del optimismo Cándido, o del optimismo es el cuento más conocido y leído de Voltaire, porque seguramente es el que resiste mejor el paso del tiempo. Aquí ya no se trata de ajustar cuentas con la providencia, sino con el abuso que hacen de ella ciertas doctrinas presuntamente consoladoras. Por supuesto que los hombres se causan mutuamente todo tipo de males, como subrayaba Rousseau. A Voltaire esto le parece una obviedad que se limita a recordar con su implacable sarcasmo. Pero en este escrito su cruzada es contra los filósofos que defienden la tesis de que todo está bien. En la entrada «Bien, todo está bien» de su Diccionario filosófico, Voltaire pide que le expliquen su significado. ¿Acaso significa eso que todos tienen salud y medios para vivir,","Voltaire",76
"y que nadie sufre? Eso no parece ser cierto. «Negar que existe el mal, puede hacerlo alguien que goce de buena salud, carcajeándose en medio de la embriaguez de un festín celebrado con sus amigos y su amante, pero si se asoma a la ventana su vista tropezará con hombres desgraciados y, si le atormenta la fiebre, tampoco será muy dichoso». Voltaire atribuye a Platón la teoría según la cual Dios habría escogido el mejor de los mundos posibles, algo que luego adoptarían muchos filósofos cristianos, aunque según el dogma del pecado original tras esa transgresión este mundo habría dejado de ser el mejor, por mucho que lo fuese antes y pudiera serlo todavía, si bien otros muchos consideran que es el peor. Escribe Voltaire en esa misma entrada de su Diccionario: Leibniz […] ideó que la desobediencia a Dios y las espantosas desgracias que le siguieron eran las partes integrantes del mejor de los mundos, los ingredientes necesarios para optimizarlo. De modo que vivir en el mejor de los mundos posibles es ser expulsado del paraíso, donde los hombres hubiéramos vivido eternamente si no nos hubiésemos comido una manzana, vivir en la miseria, experimentar toda clase de penalidades, morir entre dolores y, para colmo de delicias, arder entre las llamas durante una eternidad. ¿Es todo esto lo mejor posible? Aunque no le guste citar, a veces lo hace y en este caso recurre nada menos que a un padre de la Iglesia, Lactancio, el cual en su libro Sobre la cólera de Dios haría expresar a Epicuro el siguiente dilema: O Dios quiso eliminar el mal del mundo y no pudo, o pudo y no quiso; o no quiso ni pudo, o quiso y pudo. El origen del mal fue siempre un abismo cuyo fondo nadie ha logrado atisbar. De ahí habría surgido por ejemplo el maniqueísmo. Entre los absurdos que han plagado el mundo y que podemos contar entre el número de males que nos asedian, uno de los mayores es haber supuesto la existencia de dos seres todopoderosos peleándose siempre por ver cuál de los dos ejercerá más influencia en el mundo. Voltaire también se muestra implacable con las narraciones orientales que guardan cierta similitud con el dogma del pecado original: Los","Voltaire",77
"sirios supusieron que el hombre y la mujer, creados en el cuarto cielo, convinieron en comerse una galleta, cansados de la ambrosía que era su comida natural. La ambrosía la exhalaban por los poros, pero en cuanto se comieron la galleta necesitaron utilizar el escusado. Un ángel les indicó dónde se hallaba la letrina del universo a sesenta millones de leguas; fueron a la Tierra y allí se quedaron. Siempre se podrá preguntar a los sirios por qué Dios permitió que el hombre se comiera la galleta —concluye Voltaire—. A su juicio, el hombre debe tener derecho al menos a quejarse humildemente y a preguntar por qué las leyes eternas no se establecieron para que proporcionaran mayor bienestar a todos los individuos. En lugar de resultar un consuelo, la opinión del mejor de los mundos le parece desesperante, porque ni siquiera permite la queja o la reivindicación. Cándido arranca con una divertida parodia de una nobleza que presume orgullosamente de su rancio abolengo y que es situada en tierras alemanas acaso por prudencia política, pero muy pronto pasa a mofarse del optimismo metafísico de Leibniz y Wolff, igualmente alemanes, circunstancia que viene a explicar la nacionalidad de sus protagonistas. De hecho, para crear un mayor carácter germano, el prolijo título, muy corriente en la época para negar una autoría que resultaba difícil ocultar por su idiosincrásico estilo, es este: «Cándido o del optimismo, traducido del alemán por el Dr. Ralph, con adiciones halladas en el bolsillo del doctor cuando este murió en el año de gracia de 1759». El brutal contraste entre los hechos narrados y la teoría relativa a que nos hallamos en el mejor de los mundos posibles lo ejemplariza el cómico preceptor Pangloss, quien constantemente explica que nada puede ser mejor, porque de lo contrario este mundo sería otro. Al caricaturizar los grotescos silogismos de ese método deductivo, Voltaire quiere evidenciar cuán absurdo resulta buscar fuera del mundo la explicación de lo que vemos en él, ya que remitirse a una instancia superior para explicar o justificar las incongruencias cotidianas le parece un pretexto para encubrir hechos que no dejan de tener móviles tan inconfesables como vergonzosos. Las guerras aparecen despojadas de cualquier tinte heroico o glorioso y son presentadas como espantosas","Voltaire",78
"acciones de la más abyecta barbarie. Los protagonistas van sufriendo toda suerte de calamidades. Padecen la guerra de los Siete Años, viven el terremoto de Lisboa, sufren en Paraguay las revueltas contra España y Portugal… El reino jesuítico de Paraguay sirve de pretexto para satirizar la alianza de la religión con el poder temporal y el mito de El Dorado, en donde no hay tribunales ni prisiones, revela el gusto de Voltaire por las riquezas y el bienestar material, porque la felicidad de los habitantes de El Dorado parece deberse sobre todo a esa circunstancia más que a su aislamiento de la corrupción padecida por el resto del mundo. Cacambo y Martín son una especie de Sancho Panza que hacen de contrapeso a la quijotesca ingenuidad de Cándido. Y el senador Pococurante proclama que sus gustos estéticos se basan en la distracción y utilidad, por lo que solo le gusta aquello que puede servirle, apostando por un canon estético que atenta contra cualquier principio de autoridad. En un mundo absurdo dominado por las ambiciones más sórdidas, por la vanidad más estúpida, por la crueldad y la intolerancia, no sirve de nada una metafísica empeñada en buscar explicaciones filosóficas a lo que carece de toda explicación, por lo que solo nos cabe «cultivar nuestro huerto», como hacía Voltaire en Las Delicias, porque la jardinería y la agricultura constituyen buenos símbolos del trabajo útil. De un modo burlesco Voltaire describe un castillo de Westfalia venido a menos como una suerte de sucedáneo del paraíso terrenal, lugar del que Cándido se verá expulsado desde el primer capítulo. Según los criados, Cándido podría ser un hijo bastardo de una hermana del barón y de un lugareño con la que ella rehusó casarse por no tener suficiente linaje. La hija del barón, Cunegunda, es una apetitosa jovencita de diecisiete años. Pangloss, el preceptor, enseña «metafísico-teólogo-cosmolo-bobería», demostrando admirablemente que no hay efecto sin causa y que este mundo es el mejor de los posibles, razón por la cual el castillo del barón también es el mejor de los posibles. Cunegunda flirtea con Cándido, y el barón, al temer los efectos de tal causa, expulsa de aquel paraíso terrenal a Cándido, quien por engaño y a la fuerza se ve reclutado por","Voltaire",79
"el ejército búlgaro, donde para imponerle una sanción le preguntan si prefiere ser azotado treinta y seis veces por todo el regimiento o encajar doce balas de plomo en el cerebro, viéndose obligado a escoger a pesar de su enardecida defensa del libre arbitrio. El rey de los búlgaros le salva en última instancia al saber que se trata de un metafísico y Cándido asiste a una contienda bélica, huyendo de aquella heroica matanza que deja un desolador paisaje humano descrito con toda crudeza. Guerra Hay que convenir en que la guerra arrastra siempre en su séquito la peste y el hambre. Es indudablemente un hermoso arte el que asola los campos, destruye las casas y hace morir, unos años con otros, miles de hombres. Pueblos lejanos oyen decir que va a promoverse una guerra y que pagarán un sueldo a los que deseen tomar parte en ella; en seguida se dividen en dos bandos y van a vender sus servicios al que quiera utilizarlos. Esas multitudes se encarnizan unas contra otras, no solo sin tener interés alguno en la guerra, sino sin saber qué la promueve. Se encuentran a la vez varias potencias beligerantes, detestándose unas a otras, uniéndose y atacándose sucesivamente, pero estando de acuerdo solo en una cosa, en causar todo el mal posible. Lo maravilloso de esta empresa es que cada jefe de los asesinos hace bendecir sus banderas e invoca a Dios solemnemente antes de ir a exterminar a su prójimo. Cuando consigue exterminar a muchos y destruir alguna ciudad, entonces manda cantar el Te Deum, una canción larga y compuesta en una lengua desconocida para todos los que pelearon. La misma canción sirve para celebrar los matrimonios, los nacimientos y los homicidios. La religión natural impidió muchas veces que los ciudadanos cometieran crímenes, pero la religión artificial excita a cometer todas las crueldades que se cometen entre muchos, conjuraciones, sediciones, bandidajes, emboscadas, asedios, saqueos, matanzas. Del artículo «Guerra» del Diccionario filosófico de bolsillo Se da a la fuga y se encuentra con Pangloss, quien le informa de que Cunegunda ha muerto tras haber sido violada todo cuanto puede serlo una mujer. Del mejor de los castillos posibles no queda nada y a él una linda doncella de la baronesa","Voltaire",80
